seed_noun,source,translation,model,German_MP_count,German_FP_count,Gender-Neutral_count,Gender-Inclusive_count
reformers,"To allow the European Parliament to vote for Turkey's accession when the time comes, reformers in Europe and Turkey must work together to lobby for change, as the Commissioner advised.","Damit das Europäische Parlament zu gegebener Zeit für den Beitritt der Türkei stimmen kann, müssen die Reformer in Europa und der Türkei zusammenarbeiten, um sich für Veränderungen einzusetzen, wie der Kommissar riet.",deepl,1,0,0,0
reformers,"Being frank and fair also means that we need to praise Turkey for the new penal code, while pointing out to the reformers that this new penal code still contains far too many clauses and articles that can be misconstrued by the conservatives to frustrate the reformers, as we have seen in the case of the author Orhan Pamuk; that is why further changes are needed.","Offen und fair zu sein bedeutet auch, dass wir die Türkei für das neue Strafgesetzbuch loben müssen, während wir die Reformer darauf hinweisen, dass dieses neue Strafgesetzbuch noch viel zu viele Klauseln und Artikel enthält, die von den Konservativen missverstanden werden können, um die Reformer zu frustrieren, wie wir im Fall des Schriftstellers Orhan Pamuk gesehen haben; deshalb sind weitere Änderungen erforderlich.",deepl,1,0,0,0
reformers,"Contacts must be established, but good use must be made of these, and the reformers must be given as much support as possible.","Es müssen Kontakte geknüpft werden, aber diese müssen gut genutzt werden, und die Reformer müssen so viel Unterstützung wie möglich erhalten.",deepl,1,0,0,0
colleagues,"Dear colleagues, I have a statement to read.","Liebe Kolleginnen und Kollegen, ich habe eine Erklärung zu verlesen.",deepl,0,0,0,0
colleagues,"Nobody here in Parliament can claim with a clear conscience that it will have any particular effect on research into medicine X or medicine Y. Certain serious scientists argue for the one position, and other equally serious scientists argue for the other, and we should not let ourselves get carried away with polemics, as have some of our colleagues.","Niemand hier im Parlament kann mit gutem Gewissen behaupten, dass es irgendeine besondere Auswirkung auf die Erforschung des Medikaments X oder des Medikaments Y haben wird. Einige seriöse Wissenschaftler argumentieren für die eine Position, andere ebenso seriöse Wissenschaftler für die andere, und wir sollten uns nicht zu Polemik hinreißen lassen, wie es einige unserer Kollegen getan haben.",deepl,0,0,0,0
colleagues,"Within these 12 key priorities, my colleagues and I will make sure that the issue you have raised is tackled satisfactorily and that the Commission makes no recommendation to start the accession talks unless questions, such as the one you raised, are dealt with satisfactorily.","Im Rahmen dieser 12 Schlüsselprioritäten werden meine Kollegen und ich dafür sorgen, dass die von Ihnen angesprochene Frage zufriedenstellend gelöst wird und dass die Kommission keine Empfehlung zur Aufnahme der Beitrittsgespräche abgibt, solange Fragen wie die von Ihnen angesprochene nicht zufriedenstellend geklärt sind.",deepl,0,0,0,0
colleagues,in writing. - I and my British Conservative colleagues support the work of the UN and the UN Human Rights Council.,Ich und meine britischen konservativen Kollegen unterstützen die Arbeit der UNO und des UN-Menschenrechtsrates.,deepl,0,0,0,0
colleagues,"To conclude, I regret to say that our colleagues are using arguments which are inaccurate and which can therefore only lead to wrong conclusions.","Abschließend muss ich leider sagen, dass unsere Kollegen mit unzutreffenden Argumenten arbeiten, die nur zu falschen Schlussfolgerungen führen können.",deepl,0,0,0,0
course participants,,,,0,0,0,0
patients,"There is, however, a considerable discrepancy between the number of patients waiting for a transplant and the number of patients who actually receive one.","Es besteht jedoch eine erhebliche Diskrepanz zwischen der Zahl der Patienten, die auf ein Transplantat warten, und der Zahl der Patienten, die tatsächlich ein solches erhalten.",deepl,0,0,0,0
patients,It is about the consequences for patients of the judgments of the European Court of Justice.,Es geht um die Folgen der Urteile des Europäischen Gerichtshofs für die Patienten.,deepl,1,0,0,0
patients,"The aim of this report is to improve the current situation; the basic objectives which it sets are promoting early diagnosis and prevention and improving the quality of life of patients, a solidarity-based and uniform response between the various states, from research through to medical treatment, and enhancing the dignity of patents throughout their treatment.","Der Bericht zielt darauf ab, die derzeitige Situation zu verbessern; die grundlegenden Ziele, die er festlegt, sind die Förderung der Frühdiagnose und der Prävention, die Verbesserung der Lebensqualität der Patienten, ein solidarisches und einheitliches Vorgehen der verschiedenen Staaten, von der Forschung bis zur medizinischen Behandlung, und die Stärkung der Würde der Patienten während ihrer Behandlung.",deepl,0,0,0,0
patients,"In my own country of Ireland, we have one of the lowest ratios of neurologists to patients: 17, where we should have a minimum of 39, a fact that negatively affects the outcome for Irish patients.","In meinem Heimatland Irland haben wir eines der niedrigsten Verhältnisse von Neurologen zu Patienten: 17, während wir mindestens 39 haben sollten, eine Tatsache, die sich negativ auf die Ergebnisse für irische Patienten auswirkt.",deepl,0,0,0,0
patients,"I am particularly in favour of providing added value for patients who are on waiting lists. These new regulations will enable them to be treated more quickly in another Member State, rather than waiting a long time for treatment in their own country.","Ich bin besonders dafür, dass Patienten, die auf der Warteliste stehen, einen Mehrwert erhalten: Diese neuen Regelungen werden es ihnen ermöglichen, schneller in einem anderen Mitgliedstaat behandelt zu werden, anstatt lange auf eine Behandlung in ihrem eigenen Land zu warten.",deepl,0,0,0,0
mountaineers,"Such assaults on summits may appeal to extreme mountaineers such as our colleague Mr Messner, but I believe that the average member of the public still finds the proceedings laborious and difficult to understand.","Solche Gipfelstürme mögen für Extrembergsteiger wie unseren Kollegen Messner attraktiv sein, aber ich glaube, für den Durchschnittsbürger ist das Verfahren immer noch mühsam und schwer verständlich.",deepl,0,0,0,0
mountaineers,"Luckily and thankfully, the incident was witnessed by a number of foreign mountaineers, whose independent and trustworthy accounts, including a video, utterly contradicted the ridiculous lies about what happened put forward in an official statement by the Chinese authorities.","Glücklicherweise und dankenswerterweise wurde der Vorfall von mehreren ausländischen Bergsteigern beobachtet, deren unabhängige und vertrauenswürdige Berichte, einschließlich eines Videos, die lächerlichen Lügen über den Vorfall, die in einer offiziellen Erklärung der chinesischen Behörden verbreitet wurden, völlig widerlegten.",deepl,0,0,0,0
mountaineers,"Mr President, I have often, in this Assembly, had the opportunity to quote from the excellent Norwegian handbook for mountaineers.","Herr Präsident, ich hatte in dieser Versammlung schon oft die Gelegenheit, aus dem ausgezeichneten norwegischen Handbuch für Bergsteiger zu zitieren.",deepl,0,0,0,0
mountaineers,The number of potential new applications appears to be infinite. Imagine the thoroughly conceivable scenario that amateur mountaineers too will become dependent on satellite navigation systems in the future.,"Die Zahl der möglichen neuen Anwendungen scheint unendlich zu sein. Man stelle sich das durchaus denkbare Szenario vor, dass auch Hobbybergsteiger in Zukunft auf Satellitennavigationssysteme angewiesen sein werden.",deepl,0,0,0,0
mountaineers,"Mr President, I must again point out the wisdom contained in the Norwegian Mountaineers’ Handbook. In the event of a discrepancy between the map and the terrain, follow the terrain.","Herr Präsident, ich muss noch einmal auf die Weisheit aus dem norwegischen Bergsteigerhandbuch hinweisen: Bei einer Diskrepanz zwischen Karte und Gelände sollte man dem Gelände folgen.",deepl,0,0,0,0
children's day carers,,,,0,0,0,0
ceramists,,,,0,0,0,0
pacifists,"He believed that would show not only the USA and the world at large, but also Iraq, that the weapons inspections are not something thought up by the USA, but the only way to achieve peace; and it would show that the weapons inspectors have strong support, even among us pacifists and opponents of war.","Das würde nicht nur den USA und der ganzen Welt, sondern auch dem Irak zeigen, dass die Waffeninspektionen keine Erfindung der USA sind, sondern der einzige Weg zum Frieden; und es würde zeigen, dass die Waffeninspektoren auch bei uns Pazifisten und Kriegsgegnern starke Unterstützung haben.",deepl,0,0,0,0
pacifists,"Suspending aid amounts to punishing the Palestinian population as a whole, that is to say to punishing not only the Islamists of Hamas, but also the civilian population, the children, the women, the pacifists and the democrats who were represented, I would point out, by 12 other lists of candidates during the elections.","Die Aussetzung der Hilfe läuft darauf hinaus, die palästinensische Bevölkerung insgesamt zu bestrafen, d. h. nicht nur die Islamisten der Hamas, sondern auch die Zivilbevölkerung, die Kinder, die Frauen, die Pazifisten und die Demokraten, die, wie ich betonen möchte, durch 12 andere Kandidatenlisten bei den Wahlen vertreten waren.",deepl,1,0,0,0
pacifists,"Pacifists from the Israeli movement, Peace Now, and I myself wept at the murder of Dr Tabet Tabet, an old friend; schools closed, land confiscated to make room for fresh settlements and further suffering: 80 Israelis, including children and adolescents, killed.","Pazifisten der israelischen Bewegung ""Peace Now"" und ich selbst weinten über die Ermordung von Dr. Tabet Tabet, einem alten Freund; Schulen wurden geschlossen, Land beschlagnahmt, um Platz für neue Siedlungen und weiteres Leid zu schaffen: 80 Israelis, darunter Kinder und Jugendliche, wurden getötet.",deepl,0,0,0,0
pacifists,At present the necessary military action by NATO has been taken on the responsibility of a group of politicians who once upon a time loudly proclaimed themselves pacifists and opponents of war in the peace movements and are now ordering a war without wanting to dirty their hands.,"Gegenwärtig wird die notwendige militärische Aktion der NATO von einer Gruppe von Politikern verantwortet, die sich einst in den Friedensbewegungen lautstark als Pazifisten und Kriegsgegner bekannt haben und nun einen Krieg befehlen, ohne sich die Hände schmutzig machen zu wollen.",deepl,0,0,0,0
pacifists,"The European Parliament's inability to adopt any position at all on the Iraqi crisis either, specifically in the current context, reveals the complexity of the real difficulties that exist - and these can only be overcome when there is mutual respect for the existence of these differences and for the significance of these differences, leaving behind the regrettable irresponsibility of the left, the daydreams of the pacifists and the dangerous new impulses of a certain centre- European approach.","Die Unfähigkeit des Europäischen Parlaments, zur Irak-Krise überhaupt Stellung zu nehmen, zeigt die Komplexität der tatsächlichen Schwierigkeiten, die nur überwunden werden können, wenn man die Existenz und die Bedeutung dieser Unterschiede respektiert und die bedauerliche Verantwortungslosigkeit der Linken, die Tagträume der Pazifisten und die gefährlichen neuen Impulse eines bestimmten mitteleuropäischen Ansatzes hinter sich lässt.",deepl,0,0,0,0
signees,,,,0,0,0,0
addressers,,,,0,0,0,0
counsellors,"The counsellors at the Court of Cassation, Bruno Cotte, Christine Chanet and Guy Joly, failed in their duty by not censuring the manifestly abusive use in the case of a law on publications intended for young people.","Die Berater des Kassationsgerichts, Bruno Cotte, Christine Chanet und Guy Joly, haben ihre Pflicht verletzt, indem sie die offensichtlich missbräuchliche Anwendung eines Gesetzes über Veröffentlichungen für Jugendliche nicht gerügt haben.",deepl,1,0,0,0
counsellors,"These principles must furthermore take precedence over geopolitical or economic considerations, which are always poor counsellors in these situations and which have provided such poor results in the past.","Diese Grundsätze müssen außerdem Vorrang vor geopolitischen oder wirtschaftlichen Erwägungen haben, die in solchen Situationen immer ein schlechter Ratgeber sind und in der Vergangenheit zu so schlechten Ergebnissen geführt haben.",deepl,0,0,0,0
counsellors,Strong feelings are not always wise counsellors.,Starke Gefühle sind nicht immer weise Ratgeber.,deepl,0,0,0,0
counsellors,"There is a need for urgent measures to strengthen prevention, such as training for lawyers, the police, judges and counsellors.","Es sind dringend Maßnahmen zur Stärkung der Prävention erforderlich, z. B. Schulungen für Anwälte, Polizisten, Richter und Berater.",deepl,0,0,0,0
counsellors,"I strongly agree that fear and mistrust are bad counsellors, and EU leaders should not be led by these emotions during the meetings tomorrow and the day after tomorrow.","Ich stimme nachdrücklich zu, dass Angst und Misstrauen schlechte Ratgeber sind, und die Staats- und Regierungschefs der EU sollten sich bei den Treffen morgen und übermorgen nicht von diesen Gefühlen leiten lassen.",deepl,0,0,0,0
contractors,We need only think of the 'tangentopoli' scandal in Italy and of the front page story in the Financial Times a fortnight ago about the arrest in Germany of 15 senior civil servants for allegedly colluding with contractors to defraud the German taxpayer in connection with the construction of the second terminal at Frankfurt airport.,"Man denke nur an den ""Tangentopoli""-Skandal in Italien und an die Titelgeschichte in der Financial Times vor zwei Wochen über die Verhaftung von 15 hochrangigen Beamten in Deutschland wegen angeblicher Absprachen mit Auftragnehmern zum Betrug des deutschen Steuerzahlers im Zusammenhang mit dem Bau des zweiten Terminals am Frankfurter Flughafen.",deepl,0,0,0,0
contractors,"This new budgetary law will provide better protection for the Community's financial interests - I might mention, for example, the securities to be lodged by the recipients of advance payments, the obligation on contractors to provide auditor's certificates or the Commission's ability to bar contractors from tendering procedures if irregularities have been found in the past.","Dieses neue Haushaltsrecht wird einen besseren Schutz der finanziellen Interessen der Gemeinschaft bieten - ich nenne hier beispielsweise die Sicherheiten, die von den Empfängern von Vorschusszahlungen zu leisten sind, die Verpflichtung der Auftragnehmer, Prüfbescheinigungen vorzulegen, oder die Möglichkeit der Kommission, Auftragnehmer von Ausschreibungen auszuschließen, wenn in der Vergangenheit Unregelmäßigkeiten festgestellt wurden.",deepl,0,0,0,0
contractors,"Responsibility rests with the public authorities, but the contractors are both public and non-public.","Die Verantwortung liegt bei der öffentlichen Hand, aber die Auftragnehmer sind sowohl öffentlich als auch nicht-öffentlich.",deepl,1,0,0,0
contractors,"Ladies and gentlemen, we are faced with a broader problem, that of the organisation of work characterised by the use of workers provided by temporary work agencies, the dividing up of the productive process, allocating it to contractors, subcontractors and self-employed workers and externalised and decentralised production methods in general.","Meine Damen und Herren, wir haben es mit einem umfassenderen Problem zu tun, nämlich der Arbeitsorganisation, die durch den Einsatz von Arbeitnehmern, die von Leiharbeitsfirmen zur Verfügung gestellt werden, durch die Aufteilung des Produktionsprozesses, die Vergabe an Auftragnehmer, Subunternehmer und Selbständige sowie durch externalisierte und dezentralisierte Produktionsmethoden im Allgemeinen gekennzeichnet ist.",deepl,0,0,0,0
contractors,"If some of the contractors feel he acted too precipitately, then they have their civil court rights.","Wenn einige der Auftragnehmer der Meinung sind, dass er zu voreilig gehandelt hat, dann haben sie das Recht, vor Gericht zu gehen.",deepl,0,0,0,0
coordinators,"And yet, in my first mandate as a democratically elected Member of the European Parliament, I find that I have been excluded from coordinators' meetings, that I do not have a voice on the Conference of Presidents.","In meinem ersten Mandat als demokratisch gewählter Abgeordneter des Europäischen Parlaments muss ich jedoch feststellen, dass ich von den Sitzungen der Koordinatoren ausgeschlossen wurde und in der Konferenz der Präsidenten keine Stimme habe.",deepl,0,0,0,0
coordinators,"It is for that reason, Mr President – and I take the liberty of insisting on this point this morning – that I have taken the decision to propose the appointment of coordinators to the Council and Parliament. These coordinators will be made responsible precisely for ensuring that every effort is made along the whole length of the corridor – they are essentially rail corridors and also river corridors – to guarantee the cohesion of the corridor, within the time allowed.","Aus diesem Grund, Herr Präsident - und ich erlaube mir, heute Morgen auf diesen Punkt hinzuweisen -, habe ich beschlossen, dem Rat und dem Parlament die Ernennung von Koordinatoren vorzuschlagen, die genau dafür verantwortlich sind, dass auf der gesamten Länge des Korridors - es handelt sich im Wesentlichen um Eisenbahnkorridore und auch um Flusskorridore - alle Anstrengungen unternommen werden, um den Zusammenhalt des Korridors innerhalb der vorgesehenen Zeit zu gewährleisten.",deepl,0,0,0,0
coordinators,I am extremely grateful to my colleagues and coordinators of the other groups for the constructive negotiations which have been concluded by a firm intent to reform the electoral procedure of Parliament.,"Ich bin meinen Kollegen und den Koordinatoren der anderen Fraktionen sehr dankbar für die konstruktiven Verhandlungen, die mit der festen Absicht abgeschlossen wurden, das Wahlverfahren des Parlaments zu reformieren.",deepl,0,0,0,0
coordinators,"We, and other Members, in particular the coordinators of the Foreign Affairs Committee, have established that the matters which we select for consideration in the topical and urgent debate are not always very appropriate.","Wir und andere Abgeordnete, insbesondere die Koordinatoren des Ausschusses für auswärtige Angelegenheiten, haben festgestellt, dass die Themen, die wir für die Dringlichkeitsdebatte auswählen, nicht immer sehr passend sind.",deepl,1,0,0,0
coordinators,I would therefore request a meeting with the coordinators so that they may give me a mandate to reduce this EUR 580 000 in some line and thereby prevent the margin from being exceeded.,"Ich möchte daher um ein Treffen mit den Koordinatoren bitten, damit sie mir das Mandat erteilen, diese 580 000 Euro in einer Linie zu kürzen und so zu verhindern, dass die Marge überschritten wird.",deepl,0,0,0,0
supremacists,,,,0,0,0,0
employees,"The new enterprise law must ensure that employees are no longer outsiders, but members of the enterprise.","Das neue Unternehmensrecht muss dafür sorgen, dass Arbeitnehmer nicht mehr Außenseiter, sondern Mitglieder des Unternehmens sind.",deepl,0,0,0,0
employees,"Financial institutions should give greater attention to the implementation of measures to raise awareness about the risks, as better information about risk at all levels of society - and among employees - is often crucial in improving risk management.","Die Finanzinstitute sollten der Durchführung von Maßnahmen zur Sensibilisierung für die Risiken größere Aufmerksamkeit schenken, da eine bessere Information über Risiken auf allen Ebenen der Gesellschaft - und bei den Mitarbeitern - oft entscheidend für ein besseres Risikomanagement ist.",deepl,0,0,0,0
employees,"There are 200 million children in paid employment in the world, 12 million people perform forced labour, more than two million employees die every year from the consequences of accidents at work or of occupational diseases, and 145 trade unionists were assassinated last year.","Weltweit sind 200 Millionen Kinder erwerbstätig, 12 Millionen Menschen leisten Zwangsarbeit, mehr als zwei Millionen Arbeitnehmer sterben jedes Jahr an den Folgen von Arbeitsunfällen oder Berufskrankheiten, und 145 Gewerkschafter wurden im vergangenen Jahr ermordet.",deepl,0,0,0,0
employees,"An additional factor that still militates against the freedom of movement of employees, and above all against their mobility, is the rather uncoordinated tax policy of the European Union in this context.","Ein weiterer Faktor, der nach wie vor gegen die Freizügigkeit der Arbeitnehmer und vor allem gegen ihre Mobilität spricht, ist die in diesem Zusammenhang eher unkoordinierte Steuerpolitik der Europäischen Union.",deepl,0,0,0,0
employees,"However, society also has to get to a stage where this voluntary service to the community is rewarded by giving participants preference when taking on employees and not looking at how quickly a person has done something, how quickly a person has studied, but whether a person has also rendered a service to the community.","Die Gesellschaft muss aber auch so weit kommen, dass dieser freiwillige Dienst an der Gemeinschaft honoriert wird, indem die Teilnehmer bei der Einstellung von Mitarbeitern bevorzugt werden und nicht darauf geschaut wird, wie schnell jemand etwas gemacht hat, wie schnell jemand studiert hat, sondern ob jemand auch einen Dienst an der Gemeinschaft erbracht hat.",deepl,0,0,0,0
investors,The return of these states to brutal capitalism and the increasing stranglehold of powerful investors from the west are already causing a considerable rise in social inequalities.,Die Rückkehr dieser Staaten zum brutalen Kapitalismus und der zunehmende Würgegriff mächtiger Investoren aus dem Westen führen bereits jetzt zu einem erheblichen Anstieg der sozialen Ungleichheiten.,deepl,0,0,0,0
investors,"As evidenced by the successful example of Central and Eastern Europe, this will be beneficial not only for investors but also for the countries into which investment flows, which in this case means India.","Wie das erfolgreiche Beispiel Mittel- und Osteuropas zeigt, wird dies nicht nur für die Investoren von Vorteil sein, sondern auch für die Länder, in die die Investitionen fließen, was in diesem Fall Indien bedeutet.",deepl,1,0,0,0
investors,"As the rapporteur states, tax regimes and the lack of a single regulatory market act as a deterrent, with many Member States imposing tax penalties on investors who invest in a foreign domiciled hedge fund.","Wie der Berichterstatter feststellt, wirken die Steuersysteme und das Fehlen eines einheitlichen Regulierungsmarktes abschreckend, da viele Mitgliedstaaten Anlegern, die in einen im Ausland ansässigen Hedgefonds investieren, Steuerstrafen auferlegen.",deepl,0,0,0,0
investors,This acts as a deterrent and naturally has an extremely negative impact on the decisions of other investors.,Dies wirkt abschreckend und hat natürlich einen äußerst negativen Einfluss auf die Entscheidungen anderer Investoren.,deepl,0,0,0,0
investors,Investors must know that the same standards apply throughout the world.,"Die Investoren müssen wissen, dass überall auf der Welt die gleichen Standards gelten.",deepl,1,0,0,0
bloggers,"Given this intelligent political strategy, in my view, it is inappropriate to hold this urgent debate on two young bloggers sentenced following events for which proceedings are still ongoing while we overlook other situations that are truly tragic, such as the recent massacre of 57 people who had come together to support a presidential election candidate in the Philippines.","Angesichts dieser intelligenten politischen Strategie ist es meines Erachtens unangebracht, diese Dringlichkeitsdebatte über zwei junge Blogger zu führen, die nach Ereignissen verurteilt wurden, deren Verfahren noch nicht abgeschlossen sind, während wir andere, wirklich tragische Situationen übersehen, wie das jüngste Massaker an 57 Menschen, die sich zur Unterstützung eines Präsidentschaftskandidaten auf den Philippinen versammelt hatten.",deepl,0,0,0,0
bloggers,"It is therefore very difficult to understand or accept that around 30 activists, politicians and bloggers were arrested by government forces while travelling to the southern Egyptian town of Nag Hammadi to express their condolences to the families of those killed during the sectarian violence.","Es ist daher schwer zu verstehen oder zu akzeptieren, dass etwa 30 Aktivisten, Politiker und Blogger von den Regierungstruppen verhaftet wurden, als sie in die südägyptische Stadt Nag Hammadi reisten, um den Familien der während der sektiererischen Gewalt Getöteten ihr Beileid auszusprechen.",deepl,0,0,0,0
bloggers,"Numerous human rights defenders, journalists and web bloggers have been arrested.","Zahlreiche Menschenrechtsverteidiger, Journalisten und Internet-Blogger wurden verhaftet.",deepl,0,0,0,0
bloggers,"I am referring specifically to the release of the two bloggers, Adnan Hajizade and Emin Milli, whom we have discussed in this Chamber.","Ich beziehe mich insbesondere auf die Freilassung der beiden Blogger Adnan Hajizade und Emin Milli, über die wir in diesem Plenum gesprochen haben.",deepl,0,0,0,0
bloggers,"For example, the video which was apparently taken in the restaurant, which clearly showed who had been attacked and that the attackers were other people and not these two bloggers, was not played.","So wurde beispielsweise das Video, das offenbar im Restaurant aufgenommen wurde und aus dem eindeutig hervorgeht, wer angegriffen wurde und dass es sich bei den Angreifern um andere Personen und nicht um die beiden Blogger handelt, nicht abgespielt.",deepl,0,0,0,0
veterans,"I think that Mrs Trüpel has done a tremendous job, a truly outstanding job, enabling even budget veterans, those who have been drafting budgets for years in this House, to work under new conditions - those of the Treaty of Lisbon - with a single reading.","Ich denke, dass Frau Trüpel eine großartige Arbeit geleistet hat, eine wirklich hervorragende Arbeit, die es selbst Haushaltsveteranen, die seit Jahren in diesem Haus Haus Haushalte aufstellen, ermöglicht, mit einer einzigen Lesung unter neuen Bedingungen - denen des Vertrags von Lissabon - zu arbeiten.",deepl,0,0,0,0
