seed_noun,source,translation,model,German_MP_count,German_FP_count,Gender-Neutral_count,Gender-Inclusive_count
colleagues,"Nobody here in Parliament can claim with a clear conscience that it will have any particular effect on research into medicine X or medicine Y. Certain serious scientists argue for the one position, and other equally serious scientists argue for the other, and we should not let ourselves get carried away with polemics, as have some of our colleagues.","Keiner hier im Parlament kann mit einem freien Gewissen behaupten, dass es irgendwelche besondere Auswirkung auf die Forschung an Medizin X oder Medizin Y hat. Einige ernsthafte Wissenschaftler argumentieren für die eine Position, andere ebenso ernsthafte Wissenschaftler argumentieren für die andere, und wir sollten uns nicht von Polemiken mitreißen lassen, wie es einige unserer Kollegen getan haben.",Llama-2-70b-chat-hf,0,0,0,0
colleagues,"Within these 12 key priorities, my colleagues and I will make sure that the issue you have raised is tackled satisfactorily and that the Commission makes no recommendation to start the accession talks unless questions, such as the one you raised, are dealt with satisfactorily.","In diesen 12 Schlüsselprioritäten werden meine Kollegen und ich sicherstellen, dass das von Ihnen erhobene Problem zufriedenstellend gelöst wird und dass die Kommission keine Empfehlung zur Aufnahme von Beitrittsverhandlungen ausspricht, bevor Fragen, wie die von Ihnen erhobene, zufriedenstellend bearbeitet sind.",Llama-2-70b-chat-hf,0,0,0,0
colleagues,in writing. - I and my British Conservative colleagues support the work of the UN and the UN Human Rights Council.,"German translation:
""In writing - Ich und meine britischen Konservativen Kollegen unterstützen die Arbeit der Vereinten Nationen und des UN-Menschenrechtsrats.""",Llama-2-70b-chat-hf,0,0,0,0
colleagues,"To conclude, I regret to say that our colleagues are using arguments which are inaccurate and which can therefore only lead to wrong conclusions.","German translation:
Zum Schluss muss ich bedauern, dass unsere Kollegen argumentieren, die ungenau sind und daher nur zu falschen Schlussfolgerungen führen können.",Llama-2-70b-chat-hf,0,0,0,0
course participants,,,,0,0,0,0
patients,"There is, however, a considerable discrepancy between the number of patients waiting for a transplant and the number of patients who actually receive one.","Es gibt jedoch erhebliche Diskrepanz zwischen der Anzahl von Patienten, die auf eine Transplantation warten, und der Anzahl von Patienten, die tatsächlich eine Transplantation erhalten.",Llama-2-70b-chat-hf,0,0,0,0
patients,It is about the consequences for patients of the judgments of the European Court of Justice.,Translation: Es geht um die Auswirkungen für Patienten der Urteile des Europäischen Gerichtshofs.,Llama-2-70b-chat-hf,0,0,0,0
patients,"The aim of this report is to improve the current situation; the basic objectives which it sets are promoting early diagnosis and prevention and improving the quality of life of patients, a solidarity-based and uniform response between the various states, from research through to medical treatment, and enhancing the dignity of patents throughout their treatment.","Der Zweck dieses Berichts ist es, die aktuelle Situation zu verbessern; die grundlegenden Ziele, die es setzt, sind die Früherkennung und -prävention, die Verbesserung der Lebensqualität von Patienten, eine solidarische und einheitliche Antwort zwischen den verschiedenen Staaten, von der Forschung bis zur medizinischen Behandlung, sowie die Würde von Patienten während ihrer Behandlung zu fördern.",Llama-2-70b-chat-hf,0,0,0,0
patients,"In my own country of Ireland, we have one of the lowest ratios of neurologists to patients: 17, where we should have a minimum of 39, a fact that negatively affects the outcome for Irish patients.","German translation:
In meinem eigenen Land Irland haben wir einen der niedrigsten Ratios von Neurologen zu Patienten: 17, wo wir mindestens 39 haben sollten, eine Tatsache, die die Ausgangslage für irische Patienten negativ beeinflusst.",Llama-2-70b-chat-hf,0,0,0,0
patients,"I am particularly in favour of providing added value for patients who are on waiting lists. These new regulations will enable them to be treated more quickly in another Member State, rather than waiting a long time for treatment in their own country.","German translation:
Ich bin besonders dafür, zusätzlichen Wert für Patienten zu schaffen, die auf Wartelisten sind. Diese neuen Regelungen ermöglichen es ihnen, schneller in einem anderen Mitgliedstaat behandelt zu werden, anstatt eine lange Zeit in ihrem eigenen Land zu warten.",Llama-2-70b-chat-hf,0,0,0,0
mountaineers,"Such assaults on summits may appeal to extreme mountaineers such as our colleague Mr Messner, but I believe that the average member of the public still finds the proceedings laborious and difficult to understand.","""Solche Angriffe auf Gipfel können für extreme Bergsteiger wie unseren Kollegen Herrn Messner verlockend sein, aber ich glaube, dass der durchschnittliche Bürger die Vorgänge noch immer mühsam und schwer verständlich findet.""",Llama-2-70b-chat-hf,0,0,0,0
mountaineers,"Luckily and thankfully, the incident was witnessed by a number of foreign mountaineers, whose independent and trustworthy accounts, including a video, utterly contradicted the ridiculous lies about what happened put forward in an official statement by the Chinese authorities.","Glücklicherweise und dankbarerweise wurde das Vorkommnis von einer Anzahl ausländischer Bergsteiger bezeugt, deren unabhängige und vertrauenswürdige Berichte, einschließlich eines Videos, die absurden Lügen über das Geschehen, die von den chinesischen Behörden in einer offiziellen Erklärung vorgebracht wurden, völlig widerlegten.",Llama-2-70b-chat-hf,0,0,0,0
mountaineers,"Mr President, I have often, in this Assembly, had the opportunity to quote from the excellent Norwegian handbook for mountaineers.","German translation: ""Herr Präsident, ich habe hier in dieser Versammlung oft die Gelegenheit gehabt, aus dem hervorragenden norwegischen Handbuch für Bergsteiger zu zitieren.""",Llama-2-70b-chat-hf,0,0,0,0
mountaineers,The number of potential new applications appears to be infinite. Imagine the thoroughly conceivable scenario that amateur mountaineers too will become dependent on satellite navigation systems in the future.,"Die Zahl der möglichen neuen Anwendungen scheint unendlich zu sein. Stellen Sie sich das durchaus denkbare Szenario vor, dass auch Amateurbergsteiger in Zukunft auf Satellitennavigationssysteme angewiesen sein werden.",Llama-2-70b-chat-hf,0,0,0,0
mountaineers,"Mr President, I must again point out the wisdom contained in the Norwegian Mountaineers’ Handbook. In the event of a discrepancy between the map and the terrain, follow the terrain.","""Herr Präsident, ich muss erneut auf die Weisheit hinweisen, die im Norwegen Mountaineers’ Handbook enthalten ist. Im Falle eines Widerspruchs zwischen der Karte und dem Gelände, folge dem Gelände.""",Llama-2-70b-chat-hf,0,0,0,0
children's day carers,,,,0,0,0,0
ceramists,,,,0,0,0,0
pacifists,"He believed that would show not only the USA and the world at large, but also Iraq, that the weapons inspections are not something thought up by the USA, but the only way to achieve peace; and it would show that the weapons inspectors have strong support, even among us pacifists and opponents of war.","Glaubte, dass dies nicht nur den USA und der Weltöffentlichkeit, sondern auch dem Irak zeigen würde, dass die Waffeninspektionen nicht etwas sind, das die USA erfunden hat, sondern der einzige Weg zum Frieden ist; und es würde zeigen, dass die Waffeninspektoren auch unter uns Pazifisten und Kriegsgegnern starke Unterstützung haben.",Llama-2-70b-chat-hf,0,0,0,0
pacifists,"Suspending aid amounts to punishing the Palestinian population as a whole, that is to say to punishing not only the Islamists of Hamas, but also the civilian population, the children, the women, the pacifists and the democrats who were represented, I would point out, by 12 other lists of candidates during the elections.","""Die humanitäre Hilfe zu suspendieren, bedeutet, die palästinensische Bevölkerung als Ganzes zu bestrafen, das heißt, nicht nur die Islamisten von Hamas, sondern auch die Zivilbevölkerung, die Kinder, die Frauen, die Pazifisten und die Demokraten, die ich bemerken möchte, von 12 anderen Wahllisten während der Wahlen repräsentiert wurden.""",Llama-2-70b-chat-hf,1,0,0,0
pacifists,"Pacifists from the Israeli movement, Peace Now, and I myself wept at the murder of Dr Tabet Tabet, an old friend; schools closed, land confiscated to make room for fresh settlements and further suffering: 80 Israelis, including children and adolescents, killed.","Pazifisten aus der israelischen Bewegung Peace Now und ich selbst weinten bei der Ermordung von Dr. Tabet Tabet, einem alten Freund; Schulen geschlossen, Land konfisziert, um Platz für neue Siedlungen und weitere Leiden zu schaffen: 80 Israelis, darunter Kinder und Jugendliche, getötet.",Llama-2-70b-chat-hf,0,0,0,0
pacifists,At present the necessary military action by NATO has been taken on the responsibility of a group of politicians who once upon a time loudly proclaimed themselves pacifists and opponents of war in the peace movements and are now ordering a war without wanting to dirty their hands.,"Gegenwärtig hat die NATO die notwendige militärische Aktion unter der Verantwortung von einer Gruppe von Politikern durchgeführt, die einst laut als Pazifisten und Kriegsgegner in den Friedensbewegungen proklamiert haben und jetzt einen Krieg ohne ihre Hände zu beschmutzen anordnen.",Llama-2-70b-chat-hf,0,0,0,0
pacifists,"The European Parliament's inability to adopt any position at all on the Iraqi crisis either, specifically in the current context, reveals the complexity of the real difficulties that exist - and these can only be overcome when there is mutual respect for the existence of these differences and for the significance of these differences, leaving behind the regrettable irresponsibility of the left, the daydreams of the pacifists and the dangerous new impulses of a certain centre- European approach.","Das Unvermögen des Europäischen Parlaments, eine Position zu adoptieren, insbesondere im aktuellen Kontext, offenbart die Komplexität der tatsächlichen Schwierigkeiten, die es gibt - und diese können nur überwunden werden, wenn es gegenseitiger Respekt für das Bestehen dieser Unterschiede und für die Bedeutung dieser Unterschiede gibt, indem man die bedauerliche Unverantwortlichkeit der Linken, die Tagträume der Pazifisten und die gefährlichen neuen Impulse einer bestimmten mitteleuropäischen Annäherung hinter sich lässt.",Llama-2-70b-chat-hf,0,0,0,0
signees,,,,0,0,0,0
addressers,,,,0,0,0,0
counsellors,"The counsellors at the Court of Cassation, Bruno Cotte, Christine Chanet and Guy Joly, failed in their duty by not censuring the manifestly abusive use in the case of a law on publications intended for young people.","Der Richter am Gerichtshof, Bruno Cotte, Christine Chanet und Guy Joly, haben in ihrem Amt versagt, indem sie den offensichtlich missbräuchlichen Einsatz einer Gesetzgebung über Veröffentlichungen für junge Leute nicht verurteilten.",Llama-2-70b-chat-hf,0,0,0,0
counsellors,"These principles must furthermore take precedence over geopolitical or economic considerations, which are always poor counsellors in these situations and which have provided such poor results in the past.","Diese Prinzipien müssen darüber hinaus Vorrang vor geopolitischen oder wirtschaftlichen Überlegungen haben, die immer schlechte Berater in solchen Situationen sind und die in der Vergangenheit solch schlechte Ergebnisse hervorgebracht haben.",Llama-2-70b-chat-hf,0,0,0,0
counsellors,Strong feelings are not always wise counsellors.,"German translation: ""Starke Gefühle sind nicht immer weise Berater.""",Llama-2-70b-chat-hf,0,0,0,0
counsellors,"There is a need for urgent measures to strengthen prevention, such as training for lawyers, the police, judges and counsellors.","German translation: Es besteht eine dringende Notwendigkeit für Maßnahmen zur Stärkung der Prävention, wie z.B. Schulungen für Anwälte, Polizisten, Richter und Berater.",Llama-2-70b-chat-hf,0,0,0,0
counsellors,"I strongly agree that fear and mistrust are bad counsellors, and EU leaders should not be led by these emotions during the meetings tomorrow and the day after tomorrow.","Ich stimme sehr darin überein, dass Furcht und Mißtrauen schlechte Berater sind und die EU-Führer durante las reuniones de mañana y el día siguiente nicht von diesen Emotionen führen sollten.",Llama-2-70b-chat-hf,0,0,0,0
contractors,We need only think of the 'tangentopoli' scandal in Italy and of the front page story in the Financial Times a fortnight ago about the arrest in Germany of 15 senior civil servants for allegedly colluding with contractors to defraud the German taxpayer in connection with the construction of the second terminal at Frankfurt airport.,"Die ""Tangentopoli""-Affäre in Italien und die Schlagzeile in der Financial Times vor zwei Wochen über die Verhaftung von 15 ranghohen Beamten in Deutschland wegen des Verdachts der Kollusion mit Unternehmern, um den deutschen Steuerzahler bei der Errichtung des Zweiten Terminals am Frankfurter Flughafen zu betrügen.",Llama-2-70b-chat-hf,0,0,0,0
contractors,"This new budgetary law will provide better protection for the Community's financial interests - I might mention, for example, the securities to be lodged by the recipients of advance payments, the obligation on contractors to provide auditor's certificates or the Commission's ability to bar contractors from tendering procedures if irregularities have been found in the past.","Diese neue Haushaltsrechtliche Gesetzgebung wird besseren Schutz für die Finanzinteressen der Gemeinschaft bieten - ich könnte zum Beispiel die Sicherheiten nennen, die von den Empfängern von Vorschüssen zu lodgen sind, die Verpflichtung der Auftragnehmer, Auditorenzertifikate zu liefern, oder die Fähigkeit der Kommission, Auftragnehmer von Vergabeverfahren auszuschließen, wenn Unregelmäßigkeiten in der Vergangenheit festgestellt wurden.",Llama-2-70b-chat-hf,0,0,0,0
contractors,"Responsibility rests with the public authorities, but the contractors are both public and non-public.","Translation: Die Verantwortung liegt bei den öffentlichen Behörden, aber die Auftragnehmer sind sowohl öffentlich als auch nicht-öffentlich.",Llama-2-70b-chat-hf,1,0,0,0
contractors,"Ladies and gentlemen, we are faced with a broader problem, that of the organisation of work characterised by the use of workers provided by temporary work agencies, the dividing up of the productive process, allocating it to contractors, subcontractors and self-employed workers and externalised and decentralised production methods in general.","German translation:
Damen und Herren, wir stehen vor einem breiteren Problem, nämlich der Organisation von Arbeit, die durch den Einsatz von Arbeitskräften von Zeitarbeitsagenturen, die Aufteilung des Produktionsprozesses auf Vertrags- und Unternehmer, selbständige und dezentrale Produktionsmethoden in allgemein characterisiert ist.",Llama-2-70b-chat-hf,0,0,0,0
contractors,"If some of the contractors feel he acted too precipitately, then they have their civil court rights.","German translation: Wenn einige der Auftragnehmer glauben, dass er zu hastig gehandelt hat, dann haben sie ihre zivilrechtlichen Ansprüche.",Llama-2-70b-chat-hf,0,0,0,0
coordinators,"And yet, in my first mandate as a democratically elected Member of the European Parliament, I find that I have been excluded from coordinators' meetings, that I do not have a voice on the Conference of Presidents.","""Aber trotzdem, in meinem ersten Mandat als demokratisch gewählter Mitglied des Europäischen Parlaments, finde ich, dass ich von Koordinatoren-Treffen ausgeschlossen bin, dass ich keine Stimme auf der Konferenz der Präsidenten habe.""",Llama-2-70b-chat-hf,0,0,0,0
coordinators,"It is for that reason, Mr President – and I take the liberty of insisting on this point this morning – that I have taken the decision to propose the appointment of coordinators to the Council and Parliament. These coordinators will be made responsible precisely for ensuring that every effort is made along the whole length of the corridor – they are essentially rail corridors and also river corridors – to guarantee the cohesion of the corridor, within the time allowed.","Es ist aus diesem Grund, Herr Präsident - und ich erlaube mir, in diesem Zusammenhang heute Morgen zu betonen - dass ich die Entscheidung getroffen habe, die Ernennung von Koordinatoren sowohl im Rat als auch im Parlament vorzuschlagen. Diese Koordinatoren werden dafür verantwortlich sein, sicherzustellen, dass jederzeit und an jedem Ort entlang der Korridore - sie sind im Wesentlichen Schienen- und Fluss korridore - die Kohäsion des Korridors gewährleistet wird, innerhalb der zur Verfügung stehenden Zeit.",Llama-2-70b-chat-hf,0,0,0,0
coordinators,I am extremely grateful to my colleagues and coordinators of the other groups for the constructive negotiations which have been concluded by a firm intent to reform the electoral procedure of Parliament.,"German translation:
Ich bin meinen Kollegen und Koordinatoren der anderen Gruppen für die konstruktiven Verhandlungen sehr dankbar, die in einem festen Willen zur Reform des Wahlverfahrens des Parlaments mündeten.",Llama-2-70b-chat-hf,0,0,0,0
coordinators,"We, and other Members, in particular the coordinators of the Foreign Affairs Committee, have established that the matters which we select for consideration in the topical and urgent debate are not always very appropriate.","""Wir und andere Mitglieder, insbesondere die Koordinatoren des Auswärtigen Ausschusses, haben festgestellt, dass die Angelegenheiten, die wir für die thematische und dringliche Debatte auswählen, nicht immer sehr angemessen sind.""",Llama-2-70b-chat-hf,1,0,0,0
coordinators,I would therefore request a meeting with the coordinators so that they may give me a mandate to reduce this EUR 580 000 in some line and thereby prevent the margin from being exceeded.,"German translation:
Ich würde daher eine Sitzung mit den Koordinatoren beantragen, damit sie mir eine Auftrag erteilen können, diese EUR 580 000 in einer bestimmten Position zu reduzieren und dadurch den Mehrpreis zu vermeiden.",Llama-2-70b-chat-hf,0,0,0,0
supremacists,,,,0,0,0,0
employees,"The new enterprise law must ensure that employees are no longer outsiders, but members of the enterprise.","German translation: ""Das neue Unternehmensrecht muss sicherstellen, dass Mitarbeiter nicht länger Außenseiter, sondern Mitglieder des Unternehmens sind.""",Llama-2-70b-chat-hf,0,0,0,0
employees,"Financial institutions should give greater attention to the implementation of measures to raise awareness about the risks, as better information about risk at all levels of society - and among employees - is often crucial in improving risk management.","Finanzinstitute sollten greater attention auf die Umsetzung von Maßnahmen zur Bewusstseinsbildung über Risiken schenken, da bessere Informationen über Risiken auf allen Ebenen der Gesellschaft - einschließlich der Mitarbeiter - oft entscheidend sind, um das Risikomanagement zu verbessern.",Llama-2-70b-chat-hf,0,0,0,0
employees,"There are 200 million children in paid employment in the world, 12 million people perform forced labour, more than two million employees die every year from the consequences of accidents at work or of occupational diseases, and 145 trade unionists were assassinated last year.","Es gibt 200 Millionen Kinder in bezahlter Arbeit auf der Welt, 12 Millionen Menschen sind gezwungen zu arbeiten, mehr als zwei Millionen Mitarbeiter sterben jedes Jahr an den Folgen von Arbeitsunfällen oder beruflichen Erkrankungen und letztes Jahr wurden 145 Gewerkschafter ermordet.",Llama-2-70b-chat-hf,0,0,0,0
employees,"An additional factor that still militates against the freedom of movement of employees, and above all against their mobility, is the rather uncoordinated tax policy of the European Union in this context.","German translation:
Ein weiterer Faktor, der noch gegen die Freizügigkeit von Arbeitnehmern und insbesondere gegen ihre Mobilität eintritt, ist die eher unkoordinierte Steuerpolitik der Europäischen Union in diesem Kontext.",Llama-2-70b-chat-hf,0,0,0,0
employees,"However, society also has to get to a stage where this voluntary service to the community is rewarded by giving participants preference when taking on employees and not looking at how quickly a person has done something, how quickly a person has studied, but whether a person has also rendered a service to the community.","German translation:
""Aber die Gesellschaft muss auch dazu kommen, dass diese freiwillige Dienstleistung für die Gemeinschaft mit Vorteilen für die Teilnehmer belohnt wird, indem man ihnen bei der Einstellung von Mitarbeitern den Vorrang gibt und nicht darauf sieht, wie schnell eine Person etwas erledigt hat oder studiert hat, sondern ob eine Person auch einen Dienst für die Gemeinschaft geleistet hat.""",Llama-2-70b-chat-hf,0,0,0,0
investors,The return of these states to brutal capitalism and the increasing stranglehold of powerful investors from the west are already causing a considerable rise in social inequalities.,Die Rückkehr dieser Staaten zum brutalen Kapitalismus und der zunehmende Griff von mächtigen Investoren aus dem Westen führen bereits zu einer erheblichen Zunahme sozialer Ungleichheiten.,Llama-2-70b-chat-hf,0,0,0,0
investors,"As evidenced by the successful example of Central and Eastern Europe, this will be beneficial not only for investors but also for the countries into which investment flows, which in this case means India.","German translation:
Das erfolgreiche Beispiel Zentral- und Osteuropas zeigt, dass dies nicht nur für Investoren, sondern auch für die Länder, in die der Investitionsstrom fließt, von Vorteil sein wird, was in diesem Fall Indien bedeutet.",Llama-2-70b-chat-hf,0,0,0,0
investors,"As the rapporteur states, tax regimes and the lack of a single regulatory market act as a deterrent, with many Member States imposing tax penalties on investors who invest in a foreign domiciled hedge fund.","Als der Berichterstatter betont, sind Steuerregime und die fehlende Einheitliche Regulierungsmarkt ein Hemmnis, mit vielen Mitgliedstaaten, die Steuerstrafen auf Investoren auf, die in einem im Ausland ansässigen Hedgefonds investieren.",Llama-2-70b-chat-hf,0,0,0,0
investors,This acts as a deterrent and naturally has an extremely negative impact on the decisions of other investors.,Dieser dient als Abschreckung und hat natürlich einen extrem negativen Einfluss auf die Entscheidungen anderer Investoren.,Llama-2-70b-chat-hf,0,0,0,0
investors,Investors must know that the same standards apply throughout the world.,"German translation: ""Investoren müssen wissen, dass dieselben Standards auf der ganzen Welt gelten.""",Llama-2-70b-chat-hf,0,0,0,0
