rid	seed	source	translation	src_gender	sent_count	prev_context	prev_context_count	matching	trail_context	trail_context_count	sampling_rule_applies
81	employees	21 June Health authorities in the Australian state of Victoria announced that the state of emergency would be extended to July 19 due to a rise in coronavirus infections. Chinese health officials announced that frozen meat imports from American company Tyson Foods would be suspended indefinitely after positive cases of COVID-19 were reported at the company's factory in the US. A PepsiCo factory in Beijing was also ordered to close after employees tested positive. This comes as authorities in Beijing revealed that the city now had the capacity to test 1 million people a day for coronavirus.	21. Juni. Gesundheitsbehörden im australischen Bundesstaat Victoria gaben bekannt, dass der Ausnahmezustand aufgrund steigender Corona-Infektionen bis zum 19. Juli verlängert wird. Chinesische Gesundheitsbeamte kündigten an, dass die Einfuhr von Tiefkühl-Fleischprodukten der amerikanischen Firma Tyson Foods auf unbestimmte Zeit ausgesetzt wird, nachdem positive Corona-Fälle in der Fabrik des Unternehmens in den USA gemeldet wurden. Eine PepsiCo-Fabrik in Peking wurde ebenfalls geschlossen, nachdem Mitarbeiter positiv getestet wurden. Dies erfolgt, während die Behörden in Peking bekanntgaben, dass die Stadt nun in der Lage ist, täglich eine Million Menschen auf das Coronavirus zu testen.	M	4	21 June Health authorities in the Australian state of Victoria announced that the state of emergency would be extended to July 19 due to a rise in coronavirus infections. Chinese health officials announced that frozen meat imports from American company Tyson Foods would be suspended indefinitely after positive cases of COVID-19 were reported at the company's factory in the US.	2.0	A PepsiCo factory in Beijing was also ordered to close after employees tested positive.	This comes as authorities in Beijing revealed that the city now had the capacity to test 1 million people a day for coronavirus.	1.0	True
82	employees	In 2011, Colfax acquired British Charter International PLC, which in turn owned Swedish ESAB (8,500 employees worldwide, 2012). Both companies have since been wholly owned by Colfax. Further Colfax also acquired Allweiler (2,100 employees worldwide, 2011). The company made its largest acquisition ever in November 2018, buying medical device company DJO Global for $3.15 billion.	Im Jahr 2011 erwarb Colfax das britische Unternehmen Charter International PLC, das wiederum das schwedische Unternehmen ESAB besaß (8.500 Mitarbeiter weltweit, 2012). Beide Unternehmen werden seitdem vollständig von Colfax besessen. Weiterhin erwarb Colfax auch Allweiler (2.100 Mitarbeiter weltweit, 2011). Im November 2018 tätigte das Unternehmen seine bisher größte Übernahme und kaufte das Medizinprodukteunternehmen DJO Global für 3,15 Milliarden US-Dollar.	M	4	In 2011, Colfax acquired British Charter International PLC, which in turn owned Swedish ESAB (8,500 employees worldwide, 2012). Both companies have since been wholly owned by Colfax.	2.0	Further Colfax also acquired Allweiler (2,100 employees worldwide, 2011).	The company made its largest acquisition ever in November 2018, buying medical device company DJO Global for $3.15 billion.	1.0	True
85	investors	Crawford left his post in March 1973 to take a position at HUD. The Park Southern Apartments declined after Crawford's departure, and suffered heavily from crime, vandalism, and other problems during the crack cocaine epidemic in the city in the 1980s and early 1990s. In 1995, two nonprofits, Jubilee Enterprise of Greater Washington and the Park Southern Neighborhood Corporation, purchased the Park Southern from its original investors and began to renovate and refurbish the complex. Jubilee Enterprise sold its interest in the complex to the Park Southern Neighborhood Corporation (PSNC) in 2001.	Crawford hat im März 1973 seine Stelle verlassen, um eine Position beim HUD anzunehmen. Die Park Southern Apartments haben nach Crawfords Weggang abgenommen und haben während der Crack-Kokain-Epidemie in den 1980er und frühen 1990er Jahren stark unter Kriminalität, Vandalismus und anderen Problemen gelitten. Im Jahr 1995 haben zwei gemeinnützige Organisationen, Jubilee Enterprise of Greater Washington und die Park Southern Neighborhood Corporation, die Park Southern von den ursprünglichen Investoren gekauft und begonnen, die Anlage zu renovieren und zu erneuern. Jubilee Enterprise hat 2001 sein Interesse an der Anlage an die Park Southern Neighborhood Corporation (PSNC) verkauft.	M	4	Crawford left his post in March 1973 to take a position at HUD. The Park Southern Apartments declined after Crawford's departure, and suffered heavily from crime, vandalism, and other problems during the crack cocaine epidemic in the city in the 1980s and early 1990s.	2.0	In 1995, two nonprofits, Jubilee Enterprise of Greater Washington and the Park Southern Neighborhood Corporation, purchased the Park Southern from its original investors and began to renovate and refurbish the complex.	Jubilee Enterprise sold its interest in the complex to the Park Southern Neighborhood Corporation (PSNC) in 2001.	1.0	True
86	investors	"On February 11, U.S. crude reached $26.21 after reaching $26.05, its lowest price since May 2003. The next day oil rose 12.3 percent to $29.44, the most in one day since February 2009. Investors wanted to be ready when the price started going up. Also, OPEC was ""ready to cooperate"" on lower production."	"Am 11. Februar erreichte US-Rohöl 26,21 $, nachdem es seinen niedrigsten Preis seit Mai 2003 von 26,05 $ erreicht hatte. Am nächsten Tag stieg der Ölpreis um 12,3 Prozent auf 29,44 $, der höchste Anstieg an einem Tag seit Februar 2009. Die Investoren wollten bereit sein, wenn der Preis wieder steigt. Außerdem war die OPEC ""bereit zur Zusammenarbeit"" bei einer verringerten Produktion."	M	4	On February 11, U.S. crude reached $26.21 after reaching $26.05, its lowest price since May 2003. The next day oil rose 12.3 percent to $29.44, the most in one day since February 2009.	2.0	Investors wanted to be ready when the price started going up.	"Also, OPEC was ""ready to cooperate"" on lower production."	1.0	True
87	investors	According to Investment Promotion Agency which operates under the Ministry of Trade and Industry, shows that in Kosovo are registered 3906 foreign investors. The majority of these investors are individuals who have their own companies in the respective countries and have started their branches in Kosovo. From Switzerland, there are 112 investors focused mostly in the cities of Pristina, Peja, Gjakova, Suva Reka, Ferizaj and others. Though the number of investors is surprising, even more impressive is the employment generated by these investors.	Laut der Investitionsförderungsagentur, die dem Ministerium für Handel und Industrie unterstellt ist, sind in Kosovo 3906 ausländische Investoren registriert. Die Mehrheit dieser Investoren sind Einzelpersonen, die ihre eigenen Unternehmen in den jeweiligen Ländern haben und ihre Niederlassungen in Kosovo eröffnet haben. Aus der Schweiz gibt es 112 Investoren, die sich hauptsächlich in den Städten Pristina, Peja, Gjakova, Suva Reka und Ferizaj konzentrieren. Obwohl die Anzahl der Investoren überraschend ist, ist es noch beeindruckender, wie viele Arbeitsplätze durch diese Investoren geschaffen wurden.	M	4	According to Investment Promotion Agency which operates under the Ministry of Trade and Industry, shows that in Kosovo are registered 3906 foreign investors. The majority of these investors are individuals who have their own companies in the respective countries and have started their branches in Kosovo.	2.0	From Switzerland, there are 112 investors focused mostly in the cities of Pristina, Peja, Gjakova, Suva Reka, Ferizaj and others.	Though the number of investors is surprising, even more impressive is the employment generated by these investors.	1.0	True
90	bloggers	Herrera was cinematographer on the 2005 Hollie Harper film Kiss and Run, which won Best Comedy in the American Theater of Harlem's Film Festival Cultures Collide. In 2010, Herrera was awarded a Narco News scholarship to the School of Authentic Journalism on the Yucatán peninsula (though he did not attend). Herrera was one of eight immigration bloggers selected  by America's Voice to receive a 2009 full scholarship award to attend Netroots Nation. In 2019, Herrera directed Pipetown, USA, his first feature length documentary.	Herrera war Kameramann für den Film Kiss and Run von Hollie Harper aus dem Jahr 2005, der den Preis für die beste Komödie beim Filmfestival Cultures Collide des American Theater of Harlem gewonnen hat. Im Jahr 2010 erhielt Herrera ein Narco News-Stipendium für die School of Authentic Journalism auf der Halbinsel Yucatán (allerdings nahm er nicht teil). Herrera war einer von acht Einwanderungs-Bloggern, die von America's Voice ausgewählt wurden, um ein Vollstipendium für die Teilnahme an der Netroots Nation im Jahr 2009 zu erhalten. Im Jahr 2019 führte Herrera Pipetown, USA, seinen ersten abendfüllenden Dokumentarfilm, Regie.	M	4	Herrera was cinematographer on the 2005 Hollie Harper film Kiss and Run, which won Best Comedy in the American Theater of Harlem's Film Festival Cultures Collide. In 2010, Herrera was awarded a Narco News scholarship to the School of Authentic Journalism on the Yucatán peninsula (though he did not attend).	2.0	Herrera was one of eight immigration bloggers selected  by America's Voice to receive a 2009 full scholarship award to attend Netroots Nation.	In 2019, Herrera directed Pipetown, USA, his first feature length documentary.	1.0	True
91	bloggers	First release  On July 15, 2019, EndeavourOS released their first ISO. The team did not expect that much of the Antergos community would follow them, but the response and the numbers of community members that joined exceeded their expectations. Not only did the community receive the first release very well, but several bloggers and vloggers gave it very positive reviews, even shortly after launch. Net-install  Immediately after the launch of the distribution, the EndeavourOS team began to develop a net-installer to install with different Desktop Environments directly over the internet.	Erste Veröffentlichung Am 15. Juli 2019 veröffentlichte EndeavourOS ihre erste ISO. Das Team hatte nicht erwartet, dass so viele Mitglieder der Antergos-Community ihnen folgen würden, aber die Resonanz und die Anzahl der Community-Mitglieder, die sich ihnen anschlossen, übertraf ihre Erwartungen. Nicht nur die Community nahm die erste Veröffentlichung sehr gut auf, sondern auch mehrere Blogger und Vlogger gaben ihr kurz nach dem Start sehr positive Bewertungen. Net-Installation Unmittelbar nach der Veröffentlichung der Distribution begann das EndeavourOS-Team damit, einen Net-Installer zu entwickeln, um verschiedene Desktop-Umgebungen direkt über das Internet zu installieren.	M	4	First release  On July 15, 2019, EndeavourOS released their first ISO. The team did not expect that much of the Antergos community would follow them, but the response and the numbers of community members that joined exceeded their expectations.	2.0	Not only did the community receive the first release very well, but several bloggers and vloggers gave it very positive reviews, even shortly after launch.	Net-install  Immediately after the launch of the distribution, the EndeavourOS team began to develop a net-installer to install with different Desktop Environments directly over the internet.	1.0	True
97	donors	"Resources   KPF is a non-governmental organization which relies only on private donations and does not accept public funds from any government, domestic or foreign. The largest donations have been made anonymously, and amount to several million dollars sent through an American nonprofit organization called American Friends of Kohelet Policy Forum. An investigative article published at ""Haaretz""  presented conjectures regarding the identify of some major donors, but neither KPF nor the individuals named in the article confirmed these conjectures. The Forum’s legislative research, policy papers, and other research based products are offered to Israeli decision makers for free."	"Ressourcen   KPF ist eine Nichtregierungsorganisation, die ausschließlich auf private Spenden angewiesen ist und keine öffentlichen Gelder von irgendeiner Regierung, inländisch oder ausländisch, annimmt. Die größten Spenden wurden anonym getätigt und belaufen sich auf mehrere Millionen Dollar, die über eine amerikanische gemeinnützige Organisation namens American Friends of Kohelet Policy Forum gesendet wurden. Ein investigativer Artikel, der in ""Haaretz"" veröffentlicht wurde, stellte Vermutungen über die Identität einiger Großspender auf, aber weder KPF noch die in dem Artikel genannten Personen bestätigten diese Vermutungen. Die legislativen Forschungsarbeiten, Politikunterlagen und andere forschungsbasierte Produkte des Forums werden israelischen Entscheidungsträgern kostenlos angeboten."	M	4	Resources   KPF is a non-governmental organization which relies only on private donations and does not accept public funds from any government, domestic or foreign. The largest donations have been made anonymously, and amount to several million dollars sent through an American nonprofit organization called American Friends of Kohelet Policy Forum.	2.0	"An investigative article published at ""Haaretz""  presented conjectures regarding the identify of some major donors, but neither KPF nor the individuals named in the article confirmed these conjectures."	The Forum’s legislative research, policy papers, and other research based products are offered to Israeli decision makers for free.	1.0	True
100	notaries	History  The University of Ferrara was founded on March 4, 1391 by Marquis Alberto V D'Este with the permission of Pope Boniface IX. The Studium Generale was inaugurated on St. Luke's Day (October 18) of that year with courses in law, arts and theology. After the unification of Italy, Ferrara University became a free university with faculties of Law and Mathematics, a three-year course in Medicine (reduced to two years in 1863-64), as well as Schools of Veterinary Medicine (abolished in 1876), Pharmacy, and for public Notaries. After World War II, it started to be state-supported and this allowed the opening of many faculties and research departments.	Die Universität von Ferrara wurde am 4. März 1391 von Marquis Alberto V D'Este mit Erlaubnis von Papst Bonifaz IX. gegründet. Das Studium Generale wurde an St. Lukas Tag (18. Oktober) desselben Jahres mit Kursen in Recht, Kunst und Theologie eröffnet. Nach der Vereinigung Italiens wurde die Universität Ferrara eine freie Universität mit Fakultäten für Recht und Mathematik, einem dreijährigen Medizinstudium (ab 1863-64 auf zwei Jahre verkürzt), sowie Schulen für Veterinärmedizin (1876 abgeschafft), Pharmazie und für öffentliche Notare. Nach dem Zweiten Weltkrieg begann sie staatlich unterstützt zu werden, was die Eröffnung vieler Fakultäten und Forschungsabteilungen ermöglichte.	M	4	History  The University of Ferrara was founded on March 4, 1391 by Marquis Alberto V D'Este with the permission of Pope Boniface IX. The Studium Generale was inaugurated on St. Luke's Day (October 18) of that year with courses in law, arts and theology.	2.0	After the unification of Italy, Ferrara University became a free university with faculties of Law and Mathematics, a three-year course in Medicine (reduced to two years in 1863-64), as well as Schools of Veterinary Medicine (abolished in 1876), Pharmacy, and for public Notaries.	After World War II, it started to be state-supported and this allowed the opening of many faculties and research departments.	1.0	True
109	travellers	(NB: Air travellers require photo ID for airline security purposes.) Part of Common Travel Area — no travel document required to enter from the UK. (NB: Air travellers require photo ID for airline security purposes.) All other overseas territories require a fully valid passport.	(NB: Flugreisende benötigen einen Lichtbildausweis aus Sicherheitsgründen.) Teil des Common Travel Area - kein Reisedokument erforderlich zur Einreise aus dem Vereinigten Königreich. (NB: Flugreisende benötigen einen Lichtbildausweis aus Sicherheitsgründen.) Alle anderen Überseegebiete erfordern einen voll gültigen Reisepass.	Neutral	4	(NB: Air travellers require photo ID for airline security purposes.) Part of Common Travel Area — no travel document required to enter from the UK.	2.0	(NB: Air travellers require photo ID for airline security purposes.)	All other overseas territories require a fully valid passport.	1.0	True
112	diabetics	While Sawm is optional during most of the year (and forbidden altogether on Islam's two holiest days: Eid ul Fitr and Eid ul Adha), it is mandatory during daylight hours throughout the month of Ramadan, the ninth month of the Islamic calendar. It was during this month that the first verses of the Quran were said to have been revealed to the Prophet Muhammad. The elderly, and those whose health is endangered by fasting (such as diabetics) are excused from doing so, but are required to make up for it by feeding the poor. Proselytizing Both Muslims and Mormons are active in proselytizing those outside of their religion, inviting them to learn about their faith and adopt it for themselves, if they so decide.	Während das Fasten während des größten Teils des Jahres optional ist (und an den beiden heiligsten Tagen des Islam, Eid ul Fitr und Eid ul Adha, gänzlich verboten ist), ist es während der Tagesstunden des gesamten Monats Ramadan, dem neunten Monat des islamischen Kalenders, obligatorisch. Es wurde gesagt, dass während dieses Monats die ersten Verse des Korans dem Propheten Muhammad offenbart wurden. Ältere Menschen und diejenigen, deren Gesundheit durch das Fasten gefährdet ist (wie Diabetiker), sind davon befreit, müssen jedoch die Armen dafür entschädigen, indem sie sie ernähren. Beide Muslime und Mormonen sind aktiv darin, Außenstehende für ihren Glauben zu gewinnen, sie einzuladen, mehr über ihren Glauben zu erfahren und ihn für sich selbst anzunehmen, wenn sie sich so entscheiden.	M	4	While Sawm is optional during most of the year (and forbidden altogether on Islam's two holiest days: Eid ul Fitr and Eid ul Adha), it is mandatory during daylight hours throughout the month of Ramadan, the ninth month of the Islamic calendar. It was during this month that the first verses of the Quran were said to have been revealed to the Prophet Muhammad.	2.0	The elderly, and those whose health is endangered by fasting (such as diabetics) are excused from doing so, but are required to make up for it by feeding the poor.	Proselytizing Both Muslims and Mormons are active in proselytizing those outside of their religion, inviting them to learn about their faith and adopt it for themselves, if they so decide.	1.0	True
115	administrators	It provides network transparency and permits a graphical application running on one system to be displayed on another where a user may interact with the application; however, certain extensions of the X Window System are not capable of working over the network. Several X display servers exist, with the reference implementation, X.Org Server, being the most popular. Server distributions might provide a command-line interface for developers and administrators, but provide a custom interface towards end-users, designed for the use-case of the system. This custom interface is accessed through a client that resides on another system, not necessarily Linux based.	Es bietet Netzwerktransparenz und ermöglicht es, eine grafische Anwendung, die auf einem System läuft, auf einem anderen anzuzeigen, auf dem ein Benutzer mit der Anwendung interagieren kann. Einige Erweiterungen des X Window Systems sind jedoch nicht in der Lage, über das Netzwerk zu funktionieren. Es gibt mehrere X Display Server, wobei die Referenzimplementierung, der X.Org Server, am beliebtesten ist. Server-Distributionen können eine Befehlszeilenschnittstelle für Entwickler und Administratoren bereitstellen, bieten jedoch eine benutzerdefinierte Schnittstelle für Endbenutzer, die für den Anwendungsfall des Systems entwickelt wurde. Diese benutzerdefinierte Schnittstelle wird über einen Client auf einem anderen System aufgerufen, das nicht unbedingt Linux-basiert sein muss.	M	4	It provides network transparency and permits a graphical application running on one system to be displayed on another where a user may interact with the application; however, certain extensions of the X Window System are not capable of working over the network. Several X display servers exist, with the reference implementation, X.Org Server, being the most popular.	2.0	Server distributions might provide a command-line interface for developers and administrators, but provide a custom interface towards end-users, designed for the use-case of the system.	This custom interface is accessed through a client that resides on another system, not necessarily Linux based.	1.0	True
118	administrators	In 1688, Warmian Bishop Michał Stefan Radziejowski laid the cornerstone of a new, great Baroque church, which was consecrated in 1693 by his successor, Bishop Jan Stanisław Zbąski. From the 18th century the village was part of the Kingdom of Prussia. The Jesuit monastery was abolished, and King Frederick II of Prussia allowed the Jesuits to stay only as secular administrators of the church complex. Franciszek Ksawery Rymkiewicz became the first post-Jesuit parish priest.	Im Jahr 1688 legte der warmische Bischof Michał Stefan Radziejowski den Grundstein für eine neue, große Barockkirche, die im Jahr 1693 von seinem Nachfolger, Bischof Jan Stanisław Zbąski, geweiht wurde. Ab dem 18. Jahrhundert war das Dorf Teil des Königreichs Preußen. Das Jesuitenkloster wurde aufgelöst und König Friedrich II. von Preußen erlaubte den Jesuiten nur noch als weltliche Verwalter des Kirchenkomplexes zu bleiben. Franciszek Ksawery Rymkiewicz wurde der erste Nach-Jesuiten-Pfarrer.	M	4	In 1688, Warmian Bishop Michał Stefan Radziejowski laid the cornerstone of a new, great Baroque church, which was consecrated in 1693 by his successor, Bishop Jan Stanisław Zbąski. From the 18th century the village was part of the Kingdom of Prussia.	2.0	The Jesuit monastery was abolished, and King Frederick II of Prussia allowed the Jesuits to stay only as secular administrators of the church complex.	Franciszek Ksawery Rymkiewicz became the first post-Jesuit parish priest.	1.0	True
120	secretaries	In some companies, the role of the corporate secretary as corporate governance adviser has been formalised, with a title such as Chief Governance Officer added to their existing title. In view of the important roles the company secretary plays in business, PLCs and large companies require the company secretary to be suitably trained, experienced and professionally qualified for these responsibilities. In the UK, the company secretary may be qualified by virtue of examination and membership of The Chartered Governance Institute (CGI), which is the main qualification specifically for company secretaries. CGI is the body dedicated to the advancement and recognition of professional administration based on a combination of degree-level studies, carefully vetted experience and sponsorship by two people of professional status.	In einigen Unternehmen ist die Rolle des hauptamtlichen Sekretärs als Berater für die Unternehmensführung formalisiert worden, mit einem Titel wie Chief Governance Officer, der ihrem bestehenden Titel hinzugefügt wurde. Angesichts der wichtigen Aufgaben, die der Unternehmenssekretär im Geschäft, bei plc´s und großen Unternehmen wahrnimmt, verlangen plc´s und große Unternehmen, dass der Unternehmenssekretär für diese Verantwortung geeignet ausgebildet, erfahren und beruflich qualifiziert ist. In Großbritannien kann der Unternehmenssekretär durch Prüfungen und die Mitgliedschaft im Chartered Governance Institute (CGI) qualifiziert sein, was die Hauptqualifikation speziell für Unternehmenssekretäre ist. Das CGI ist die Organisation, die sich der Förderung und Anerkennung der beruflichen Verwaltung auf der Grundlage einer Kombination aus Studien auf Hochschulniveau, sorgfältig geprüfter Erfahrung und der Unterstützung durch zwei Personen mit beruflichem Status widmet.	M	4	In some companies, the role of the corporate secretary as corporate governance adviser has been formalised, with a title such as Chief Governance Officer added to their existing title. In view of the important roles the company secretary plays in business, PLCs and large companies require the company secretary to be suitably trained, experienced and professionally qualified for these responsibilities.	2.0	In the UK, the company secretary may be qualified by virtue of examination and membership of The Chartered Governance Institute (CGI), which is the main qualification specifically for company secretaries.	CGI is the body dedicated to the advancement and recognition of professional administration based on a combination of degree-level studies, carefully vetted experience and sponsorship by two people of professional status.	1.0	True
124	secretaries	He also served as a consultant to the United States Department of Defense, and was a member of the Defense Policy Board. In 2004, he served as chairman to the Independent Panel to Review DoD Detention Operations. On January 5, 2006, he participated in a meeting at the White House of former Secretaries of Defense and State to discuss United States foreign policy with Bush administration officials. On January 31, 2006, he was appointed by the Secretary of State to be a member of the Arms Control and Nonproliferation Advisory Board.	Er war auch als Berater des US-Verteidigungsministeriums tätig und Mitglied des Verteidigungspolitischen Beirats. Im Jahr 2004 war er Vorsitzender des unabhängigen Gremiums zur Überprüfung der Haftoperationen des Verteidigungsministeriums. Am 5. Januar 2006 nahm er an einem Treffen im Weißen Haus ehemaliger Verteidigungs- und Außenminister teil, um die US-Außenpolitik mit Vertretern der Bush-Regierung zu besprechen. Am 31. Januar 2006 wurde er vom Außenminister zum Mitglied des Beirats für Rüstungskontrolle und Nichtverbreitung ernannt.	M	4	He also served as a consultant to the United States Department of Defense, and was a member of the Defense Policy Board. In 2004, he served as chairman to the Independent Panel to Review DoD Detention Operations.	2.0	On January 5, 2006, he participated in a meeting at the White House of former Secretaries of Defense and State to discuss United States foreign policy with Bush administration officials.	On January 31, 2006, he was appointed by the Secretary of State to be a member of the Arms Control and Nonproliferation Advisory Board.	1.0	True
128	builders	The town council celebrated Christmas in a new building. The construction had lasted for two and a half years. The builders worked only in summer. A white lime coating covered the walls and left clean stone-constructions, that were made glossy, for many centuries.	Der Stadtrat feierte Weihnachten in einem neuen Gebäude. Der Bau hatte zweieinhalb Jahre gedauert. Die Bauarbeiter arbeiteten nur im Sommer. Eine weiße Kalkschicht bedeckte die Wände und hinterließ saubere Steinbauten, die jahrhundertelang glänzend waren.	M	4	The town council celebrated Christmas in a new building. The construction had lasted for two and a half years.	2.0	The builders worked only in summer.	A white lime coating covered the walls and left clean stone-constructions, that were made glossy, for many centuries.	1.0	True
129	builders	The current Manor Park Café opened in October 2010. It is eco-friendly and has a range of environmental features, including its straw-bale construction, giving the building a potential lifespan of over 200 years. It was designed by Amazonails Architectura, and constructed by a mixed team of builders. It was London's first energy-efficient building to use this construction method.	Das derzeitige Manor Park Café wurde im Oktober 2010 eröffnet. Es ist umweltfreundlich und verfügt über eine Reihe von Umweltmerkmalen, einschließlich seiner Strohballenkonstruktion, die dem Gebäude eine potenzielle Lebensdauer von über 200 Jahren verleiht. Es wurde von Amazonails Architektura entworfen und von einem gemischten Team von Bauarbeitern errichtet. Es war Londons erstes energieeffizientes Gebäude, das diese Bauweise verwendet.	M	4	The current Manor Park Café opened in October 2010. It is eco-friendly and has a range of environmental features, including its straw-bale construction, giving the building a potential lifespan of over 200 years.	2.0	It was designed by Amazonails Architectura, and constructed by a mixed team of builders.	It was London's first energy-efficient building to use this construction method.	1.0	True
131	pastors	There was precedent in the Netherlands, however. The Rev. Coetzee stated: “as far as I know, it was the first time in the history of our church that a congregation had two pastors, except for the early years of the Seminary in Burgersdorp when one of them was a school docent reimbursed by the congregation for part of his salary.”  There were thus now four pastors on the Rand, including the two in Johannesburg and the ones in Krugersdorp and Germiston. From 1919–1923, the Rev.	"Es gab jedoch ein Präzedenzfall in den Niederlanden. Reverend Coetzee sagte: ""Soweit ich weiß, war es das erste Mal in der Geschichte unserer Kirche, dass eine Gemeinde zwei Pastoren hatte, außer in den frühen Jahren des Seminars in Burgersdorp, als einer von ihnen ein Schuldozent war, der von der Gemeinde für einen Teil seines Gehalts entschädigt wurde.""  Es gab also jetzt vier Pastoren auf dem Rand, darunter die beiden in Johannesburg sowie diejenigen in Krugersdorp und Germiston. Von 1919-1923, der Reverend."	M	4	There was precedent in the Netherlands, however. The Rev. Coetzee stated: “as far as I know, it was the first time in the history of our church that a congregation had two pastors, except for the early years of the Seminary in Burgersdorp when one of them was a school docent reimbursed by the congregation for part of his salary.”	2.0	There were thus now four pastors on the Rand, including the two in Johannesburg and the ones in Krugersdorp and Germiston.	From 1919–1923, the Rev.	1.0	True
132	pastors	Fritze thus was a follower of Christoph Blumhardt, who had to give up his pastorship in 1899. Along with Erwin Eckert and Emil Fuchs, they were the first pastors in Germany who became widely recognized as socialists. In September 1919 Georg Fritze traveled to the Tambach meeting of Protestant theologians (which also gave rise to the so-called dialectical theology of the 1920s) and met Karl Barth, who, like Fritze, was one of the few prominent Protestant pastors, until he was later expelled from Germany. However, Fritze remained more of a liberal theologian.	Fritze war also ein Anhänger von Christoph Blumhardt, der 1899 sein Pfarramt aufgeben musste. Zusammen mit Erwin Eckert und Emil Fuchs waren sie die ersten Pastoren in Deutschland, die als Sozialisten weithin anerkannt wurden. Im September 1919 reiste Georg Fritze zum Treffen von protestantischen Theologen in Tambach (das auch zur sogenannten dialektischen Theologie der 1920er Jahre führte) und traf Karl Barth, der wie Fritze einer der wenigen prominenten evangelischen Pastoren war, bis er später aus Deutschland vertrieben wurde. Fritze blieb jedoch eher ein liberaler Theologe.	M	4	Fritze thus was a follower of Christoph Blumhardt, who had to give up his pastorship in 1899. Along with Erwin Eckert and Emil Fuchs, they were the first pastors in Germany who became widely recognized as socialists.	2.0	In September 1919 Georg Fritze traveled to the Tambach meeting of Protestant theologians (which also gave rise to the so-called dialectical theology of the 1920s) and met Karl Barth, who, like Fritze, was one of the few prominent Protestant pastors, until he was later expelled from Germany.	However, Fritze remained more of a liberal theologian.	1.0	True
135	influencers	This type of marketing allows for users to experience an up close and personal evaluation to be understand the product. More often than not, content creators do a full evaluation on what to expect consumer are to purchase the product they are advertising. Social media and fashion campaigns Some fashion companies have used influencers or celebrities to promote their brands with advertisements on their social media accounts. Since 2010, fashion and advertising's development coincide.	Diese Art von Marketing ermöglicht es Benutzern, eine genaue und persönliche Bewertung zu erleben, um das Produkt zu verstehen. Oftmals führen Inhalts-Ersteller eine umfassende Bewertung durch, um zu zeigen, was Verbraucher beim Kauf des beworbenen Produkts erwarten können. In einigen Fällen nutzen Modemarken Influencer oder Prominente, um ihre Marken über Anzeigen in den sozialen Medien zu bewerben. Seit 2010 verlaufen die Entwicklungen in Mode und Werbung parallel.	M	4	This type of marketing allows for users to experience an up close and personal evaluation to be understand the product. More often than not, content creators do a full evaluation on what to expect consumer are to purchase the product they are advertising.	2.0	Social media and fashion campaigns Some fashion companies have used influencers or celebrities to promote their brands with advertisements on their social media accounts.	Since 2010, fashion and advertising's development coincide.	1.0	True
136	influencers	Aage Kya is a 2021 Indian Hindi-language interactive quiz show that aired on Flipkart Video on 28 March 2021. It is an original series of Flipkart Video directed by Utsav Chatterjee and produced under the banner of Indian storytellers. It is a daily game show featuring four social media influencers who are shown funny video clips and asked to present their perspectives. The show also allows viewers to be part of it by asking them three questions and the winners of each episode are awarded prizes by Flipkart.	Aage Kya ist eine interaktive Quizshow in indischer Hindi-Sprache aus dem Jahr 2021, die am 28. März 2021 auf Flipkart Video ausgestrahlt wurde. Es ist eine originäre Serie von Flipkart Video, unter der Regie von Utsav Chatterjee produziert und unter dem Banner der Indian Storytellers veröffentlicht. Es handelt sich um eine tägliche Gameshow mit vier Social-Media-Influencern, denen lustige Videoclips gezeigt werden und die gebeten werden, ihre Perspektiven darzustellen. Die Show ermöglicht es den Zuschauern auch, Teil davon zu sein, indem sie ihnen drei Fragen stellt, und die Gewinner jeder Folge erhalten Preise von Flipkart.	M	4	Aage Kya is a 2021 Indian Hindi-language interactive quiz show that aired on Flipkart Video on 28 March 2021. It is an original series of Flipkart Video directed by Utsav Chatterjee and produced under the banner of Indian storytellers.	2.0	It is a daily game show featuring four social media influencers who are shown funny video clips and asked to present their perspectives.	The show also allows viewers to be part of it by asking them three questions and the winners of each episode are awarded prizes by Flipkart.	1.0	True
137	influencers	He currently lives in Singapore. Career Vasudevan started his career in 1995 as a software engineer and joined PricewaterhouseCoopers Management Consulting Services as a principal consultant. He left PwC in 2004 to start his own company and founded Thought Expressions in 2008 to help people become speakers, leaders and influencers. Vasudevan has given motivational talks to multinational corporate houses for leadership, team-building, and personal breakthroughs.	Er lebt derzeit in Singapur. Karriere Vasudevan begann seine Karriere im Jahr 1995 als Softwareingenieur und wurde 2004 als Berater bei PricewaterhouseCoopers Management Consulting Services tätig. Im Jahr 2004 verließ er PwC, um sein eigenes Unternehmen zu gründen, und gründete 2008 Thought Expressions, um Menschen dabei zu helfen, Sprecher, Führungskräfte und Meinungsführer zu werden. Vasudevan hat bereits motivierende Vorträge in multinationalen Unternehmen zu den Themen Führung, Teambuilding und persönlicher Durchbruch gehalten.	M	4	He currently lives in Singapore. Career Vasudevan started his career in 1995 as a software engineer and joined PricewaterhouseCoopers Management Consulting Services as a principal consultant.	2.0	He left PwC in 2004 to start his own company and founded Thought Expressions in 2008 to help people become speakers, leaders and influencers.	Vasudevan has given motivational talks to multinational corporate houses for leadership, team-building, and personal breakthroughs.	1.0	True
